source,line_or_turn,field,entity_type,detected_text,confidence,start,end
logs_sample.jsonl,241,full_log_record,PHONE_NUMBER,1721032880,0.4,7,17
logs_sample.jsonl,241,full_log_record,PHONE_NUMBER,1721032880,0.4,90,100
logs_sample.jsonl,241,full_log_record,US_BANK_NUMBER,1721032880,0.05,7,17
logs_sample.jsonl,242,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,176,205
logs_sample.jsonl,242,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,291,320
logs_sample.jsonl,242,full_log_record,LOCATION,Newton,0.85,392,398
logs_sample.jsonl,242,full_log_record,PHONE_NUMBER,+1-617-555-0192,0.75,333,348
logs_sample.jsonl,242,full_log_record,URL,example.org,0.5,194,205
logs_sample.jsonl,242,full_log_record,URL,example.org,0.5,309,320
logs_sample.jsonl,242,full_log_record,PHONE_NUMBER,1721033017,0.4,7,17
logs_sample.jsonl,242,full_log_record,PHONE_NUMBER,1721033017,0.4,88,98
logs_sample.jsonl,242,full_log_record,US_BANK_NUMBER,1721033017,0.05,7,17
logs_sample.jsonl,243,full_log_record,EMAIL_ADDRESS,marcus.webb@example.com,1.0,864,887
logs_sample.jsonl,243,full_log_record,DATE_TIME,2025-05-18,0.95,1179,1189
logs_sample.jsonl,243,full_log_record,DATE_TIME,2025-05-26,0.95,1211,1221
logs_sample.jsonl,243,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,243,full_log_record,PERSON,Kessler,0.85,717,724
logs_sample.jsonl,243,full_log_record,PERSON,Marcus Webb,0.85,840,851
logs_sample.jsonl,243,full_log_record,DATE_TIME,1877,0.85,939,943
logs_sample.jsonl,243,full_log_record,LOCATION,Chicago,0.85,965,972
logs_sample.jsonl,243,full_log_record,DATE_TIME,8802,0.85,1010,1014
logs_sample.jsonl,243,full_log_record,DATE_TIME,2023-04-11,0.85,1037,1047
logs_sample.jsonl,243,full_log_record,PHONE_NUMBER,+1-312-555-0143,0.75,900,915
logs_sample.jsonl,243,full_log_record,URL,example.com,0.5,876,887
logs_sample.jsonl,243,full_log_record,PHONE_NUMBER,1721033154,0.4,7,17
logs_sample.jsonl,243,full_log_record,PHONE_NUMBER,1721033154,0.4,88,98
logs_sample.jsonl,243,full_log_record,US_BANK_NUMBER,1721033154,0.05,7,17
logs_sample.jsonl,244,full_log_record,PHONE_NUMBER,1721033291,0.4,7,17
logs_sample.jsonl,244,full_log_record,PHONE_NUMBER,1721033291,0.4,90,100
logs_sample.jsonl,244,full_log_record,US_BANK_NUMBER,1721033291,0.05,7,17
logs_sample.jsonl,245,full_log_record,EMAIL_ADDRESS,daniel.okonkwo@example.net,1.0,283,309
logs_sample.jsonl,245,full_log_record,DATE_TIME,1721033428,0.85,7,17
logs_sample.jsonl,245,full_log_record,PERSON,Daniel Okonkwo,0.85,267,281
logs_sample.jsonl,245,full_log_record,DATE_TIME,RF-2026-88244,0.85,385,398
logs_sample.jsonl,245,full_log_record,URL,example.net,0.5,298,309
logs_sample.jsonl,245,full_log_record,PHONE_NUMBER,1721033428,0.4,7,17
logs_sample.jsonl,245,full_log_record,PHONE_NUMBER,1721033428,0.4,88,98
logs_sample.jsonl,245,full_log_record,US_BANK_NUMBER,1721033428,0.05,7,17
logs_sample.jsonl,246,full_log_record,IP_ADDRESS,51.145.49.183,0.95,211,224
logs_sample.jsonl,246,full_log_record,PERSON,Kessler,0.85,168,175
logs_sample.jsonl,246,full_log_record,PHONE_NUMBER,1721033565,0.4,7,17
logs_sample.jsonl,246,full_log_record,PHONE_NUMBER,1721033565,0.4,91,101
logs_sample.jsonl,246,full_log_record,PHONE_NUMBER,51.145.49.183,0.4,211,224
logs_sample.jsonl,246,full_log_record,US_BANK_NUMBER,1721033565,0.05,7,17
logs_sample.jsonl,247,full_log_record,EMAIL_ADDRESS,tomas.delgado@example.org,1.0,176,201
logs_sample.jsonl,247,full_log_record,EMAIL_ADDRESS,tomas.delgado@example.org,1.0,288,313
logs_sample.jsonl,247,full_log_record,PERSON,Delgado,0.85,268,275
logs_sample.jsonl,247,full_log_record,LOCATION,Miami,0.85,390,395
logs_sample.jsonl,247,full_log_record,LOCATION,FL,0.85,397,399
logs_sample.jsonl,247,full_log_record,PHONE_NUMBER,+1-786-555-0121,0.75,326,341
logs_sample.jsonl,247,full_log_record,URL,tomas.de,0.5,176,184
logs_sample.jsonl,247,full_log_record,URL,example.org,0.5,190,201
logs_sample.jsonl,247,full_log_record,URL,tomas.de,0.5,288,296
logs_sample.jsonl,247,full_log_record,URL,example.org,0.5,302,313
logs_sample.jsonl,247,full_log_record,PHONE_NUMBER,1721033702,0.4,7,17
logs_sample.jsonl,247,full_log_record,PHONE_NUMBER,1721033702,0.4,88,98
logs_sample.jsonl,247,full_log_record,US_BANK_NUMBER,1721033702,0.05,7,17
logs_sample.jsonl,248,full_log_record,EMAIL_ADDRESS,daniel.okonkwo@example.net,1.0,867,893
logs_sample.jsonl,248,full_log_record,DATE_TIME,2024-07-27,0.95,1183,1193
logs_sample.jsonl,248,full_log_record,DATE_TIME,2024-07-28,0.95,1215,1225
logs_sample.jsonl,248,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,248,full_log_record,PERSON,Kessler,0.85,717,724
logs_sample.jsonl,248,full_log_record,PERSON,Daniel Okonkwo,0.85,840,854
logs_sample.jsonl,248,full_log_record,DATE_TIME,4419,0.85,945,949
logs_sample.jsonl,248,full_log_record,LOCATION,Hawthorne Blvd,0.85,953,967
logs_sample.jsonl,248,full_log_record,LOCATION,Portland,0.85,969,977
logs_sample.jsonl,248,full_log_record,DATE_TIME,2024-01-22,0.85,1042,1052
logs_sample.jsonl,248,full_log_record,DATE_TIME,2000,0.85,1448,1452
logs_sample.jsonl,248,full_log_record,PHONE_NUMBER,+1-503-555-0178,0.75,906,921
logs_sample.jsonl,248,full_log_record,URL,example.net,0.5,882,893
logs_sample.jsonl,248,full_log_record,PHONE_NUMBER,1721033839,0.4,7,17
logs_sample.jsonl,248,full_log_record,PHONE_NUMBER,1721033839,0.4,88,98
logs_sample.jsonl,248,full_log_record,US_BANK_NUMBER,1721033839,0.05,7,17
logs_sample.jsonl,249,full_log_record,DATE_TIME,1721033976,0.85,7,17
logs_sample.jsonl,249,full_log_record,PHONE_NUMBER,1721033976,0.4,7,17
logs_sample.jsonl,249,full_log_record,PHONE_NUMBER,1721033976,0.4,90,100
logs_sample.jsonl,249,full_log_record,US_BANK_NUMBER,1721033976,0.05,7,17
logs_sample.jsonl,250,full_log_record,DATE_TIME,1721034113,0.85,7,17
logs_sample.jsonl,250,full_log_record,PHONE_NUMBER,1721034113,0.4,7,17
logs_sample.jsonl,250,full_log_record,PHONE_NUMBER,1721034113,0.4,88,98
logs_sample.jsonl,250,full_log_record,US_BANK_NUMBER,1721034113,0.05,7,17
logs_sample.jsonl,251,full_log_record,IP_ADDRESS,51.68.48.182,0.95,230,242
logs_sample.jsonl,251,full_log_record,PHONE_NUMBER,1721034250,0.4,7,17
logs_sample.jsonl,251,full_log_record,PHONE_NUMBER,1721034250,0.4,90,100
logs_sample.jsonl,251,full_log_record,US_BANK_NUMBER,1721034250,0.05,7,17
logs_sample.jsonl,252,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,176,205
logs_sample.jsonl,252,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,291,320
logs_sample.jsonl,252,full_log_record,LOCATION,Newton,0.85,392,398
logs_sample.jsonl,252,full_log_record,PHONE_NUMBER,+1-617-555-0192,0.75,333,348
logs_sample.jsonl,252,full_log_record,URL,example.org,0.5,194,205
logs_sample.jsonl,252,full_log_record,URL,example.org,0.5,309,320
logs_sample.jsonl,252,full_log_record,PHONE_NUMBER,1721034387,0.4,7,17
logs_sample.jsonl,252,full_log_record,PHONE_NUMBER,1721034387,0.4,88,98
logs_sample.jsonl,252,full_log_record,US_BANK_NUMBER,1721034387,0.05,7,17
logs_sample.jsonl,253,full_log_record,EMAIL_ADDRESS,daniel.okonkwo@example.net,1.0,887,913
logs_sample.jsonl,253,full_log_record,DATE_TIME,2025-03-26,0.95,1203,1213
logs_sample.jsonl,253,full_log_record,DATE_TIME,2025-03-28,0.95,1235,1245
logs_sample.jsonl,253,full_log_record,DATE_TIME,1721034524,0.85,7,17
logs_sample.jsonl,253,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,253,full_log_record,PERSON,Daniel Okonkwo,0.85,860,874
logs_sample.jsonl,253,full_log_record,DATE_TIME,4419,0.85,965,969
logs_sample.jsonl,253,full_log_record,LOCATION,Hawthorne Blvd,0.85,973,987
logs_sample.jsonl,253,full_log_record,LOCATION,Portland,0.85,989,997
logs_sample.jsonl,253,full_log_record,DATE_TIME,2024-01-22,0.85,1062,1072
logs_sample.jsonl,253,full_log_record,PHONE_NUMBER,+1-503-555-0178,0.75,926,941
logs_sample.jsonl,253,full_log_record,URL,example.net,0.5,902,913
logs_sample.jsonl,253,full_log_record,PHONE_NUMBER,1721034524,0.4,7,17
logs_sample.jsonl,253,full_log_record,PHONE_NUMBER,1721034524,0.4,88,98
logs_sample.jsonl,253,full_log_record,US_BANK_NUMBER,1721034524,0.05,7,17
logs_sample.jsonl,254,full_log_record,DATE_TIME,1721034661,0.85,7,17
logs_sample.jsonl,254,full_log_record,PHONE_NUMBER,1721034661,0.4,7,17
logs_sample.jsonl,254,full_log_record,PHONE_NUMBER,1721034661,0.4,90,100
logs_sample.jsonl,254,full_log_record,US_BANK_NUMBER,1721034661,0.05,7,17
logs_sample.jsonl,255,full_log_record,PHONE_NUMBER,1721034798,0.4,7,17
logs_sample.jsonl,255,full_log_record,PHONE_NUMBER,1721034798,0.4,88,98
logs_sample.jsonl,255,full_log_record,US_BANK_NUMBER,1721034798,0.05,7,17
logs_sample.jsonl,256,full_log_record,IP_ADDRESS,48.247.4.179,0.95,213,225
logs_sample.jsonl,256,full_log_record,PHONE_NUMBER,1721034935,0.4,7,17
logs_sample.jsonl,256,full_log_record,PHONE_NUMBER,1721034935,0.4,90,100
logs_sample.jsonl,256,full_log_record,US_BANK_NUMBER,1721034935,0.05,7,17
logs_sample.jsonl,257,full_log_record,EMAIL_ADDRESS,tomas.delgado@example.org,1.0,176,201
logs_sample.jsonl,257,full_log_record,EMAIL_ADDRESS,tomas.delgado@example.org,1.0,288,313
logs_sample.jsonl,257,full_log_record,PERSON,Delgado,0.85,268,275
logs_sample.jsonl,257,full_log_record,LOCATION,Miami,0.85,390,395
logs_sample.jsonl,257,full_log_record,LOCATION,FL,0.85,397,399
logs_sample.jsonl,257,full_log_record,PHONE_NUMBER,+1-786-555-0121,0.75,326,341
logs_sample.jsonl,257,full_log_record,URL,tomas.de,0.5,176,184
logs_sample.jsonl,257,full_log_record,URL,example.org,0.5,190,201
logs_sample.jsonl,257,full_log_record,URL,tomas.de,0.5,288,296
logs_sample.jsonl,257,full_log_record,URL,example.org,0.5,302,313
logs_sample.jsonl,257,full_log_record,PHONE_NUMBER,1721035072,0.4,7,17
logs_sample.jsonl,257,full_log_record,PHONE_NUMBER,1721035072,0.4,88,98
logs_sample.jsonl,257,full_log_record,US_BANK_NUMBER,1721035072,0.05,7,17
logs_sample.jsonl,258,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,870,899
logs_sample.jsonl,258,full_log_record,DATE_TIME,2025-08-06,0.95,1185,1195
logs_sample.jsonl,258,full_log_record,DATE_TIME,2025-08-13,0.95,1217,1227
logs_sample.jsonl,258,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,258,full_log_record,PERSON,Kessler,0.85,717,724
logs_sample.jsonl,258,full_log_record,LOCATION,Newton,0.85,971,977
logs_sample.jsonl,258,full_log_record,DATE_TIME,2021-09-30,0.85,1042,1052
logs_sample.jsonl,258,full_log_record,PHONE_NUMBER,+1-617-555-0192,0.75,912,927
logs_sample.jsonl,258,full_log_record,URL,example.org,0.5,888,899
logs_sample.jsonl,258,full_log_record,PHONE_NUMBER,1721035209,0.4,7,17
logs_sample.jsonl,258,full_log_record,PHONE_NUMBER,1721035209,0.4,88,98
logs_sample.jsonl,258,full_log_record,US_BANK_NUMBER,1721035209,0.05,7,17
logs_sample.jsonl,259,full_log_record,PHONE_NUMBER,1721035346,0.4,7,17
logs_sample.jsonl,259,full_log_record,PHONE_NUMBER,1721035346,0.4,90,100
logs_sample.jsonl,259,full_log_record,US_BANK_NUMBER,1721035346,0.05,7,17
logs_sample.jsonl,260,full_log_record,PHONE_NUMBER,1721035483,0.4,7,17
logs_sample.jsonl,260,full_log_record,PHONE_NUMBER,1721035483,0.4,88,98
logs_sample.jsonl,260,full_log_record,US_BANK_NUMBER,1721035483,0.05,7,17
logs_sample.jsonl,261,full_log_record,IP_ADDRESS,55.54.121.94,0.95,213,225
logs_sample.jsonl,261,full_log_record,PHONE_NUMBER,1721035620,0.4,7,17
logs_sample.jsonl,261,full_log_record,PHONE_NUMBER,1721035620,0.4,90,100
logs_sample.jsonl,261,full_log_record,US_BANK_NUMBER,1721035620,0.05,7,17
logs_sample.jsonl,262,full_log_record,EMAIL_ADDRESS,daniel.okonkwo@example.net,1.0,176,202
logs_sample.jsonl,262,full_log_record,EMAIL_ADDRESS,daniel.okonkwo@example.net,1.0,285,311
logs_sample.jsonl,262,full_log_record,PERSON,Daniel Okonkwo,0.85,258,272
logs_sample.jsonl,262,full_log_record,DATE_TIME,4419,0.85,363,367
logs_sample.jsonl,262,full_log_record,LOCATION,Hawthorne Blvd,0.85,371,385
logs_sample.jsonl,262,full_log_record,LOCATION,Portland,0.85,387,395
logs_sample.jsonl,262,full_log_record,PHONE_NUMBER,+1-503-555-0178,0.75,324,339
logs_sample.jsonl,262,full_log_record,URL,example.net,0.5,191,202
logs_sample.jsonl,262,full_log_record,URL,example.net,0.5,300,311
logs_sample.jsonl,262,full_log_record,PHONE_NUMBER,1721035757,0.4,7,17
logs_sample.jsonl,262,full_log_record,PHONE_NUMBER,1721035757,0.4,88,98
logs_sample.jsonl,262,full_log_record,US_BANK_NUMBER,1721035757,0.05,7,17
logs_sample.jsonl,263,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,912,941
logs_sample.jsonl,263,full_log_record,DATE_TIME,2024-02-20,0.95,1227,1237
logs_sample.jsonl,263,full_log_record,DATE_TIME,2024-02-24,0.95,1259,1269
logs_sample.jsonl,263,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,263,full_log_record,DATE_TIME,three weeks,0.85,728,739
logs_sample.jsonl,263,full_log_record,LOCATION,Newton,0.85,1013,1019
logs_sample.jsonl,263,full_log_record,DATE_TIME,2021-09-30,0.85,1084,1094
logs_sample.jsonl,263,full_log_record,DATE_TIME,2031,0.85,1418,1422
logs_sample.jsonl,263,full_log_record,PHONE_NUMBER,+1-617-555-0192,0.75,954,969
logs_sample.jsonl,263,full_log_record,URL,example.org,0.5,930,941
logs_sample.jsonl,263,full_log_record,PHONE_NUMBER,1721035894,0.4,7,17
logs_sample.jsonl,263,full_log_record,PHONE_NUMBER,1721035894,0.4,88,98
logs_sample.jsonl,263,full_log_record,US_BANK_NUMBER,1721035894,0.05,7,17
logs_sample.jsonl,264,full_log_record,PHONE_NUMBER,1721036031,0.4,7,17
logs_sample.jsonl,264,full_log_record,PHONE_NUMBER,1721036031,0.4,90,100
logs_sample.jsonl,264,full_log_record,US_BANK_NUMBER,1721036031,0.05,7,17
logs_sample.jsonl,265,full_log_record,PHONE_NUMBER,1721036168,0.4,7,17
logs_sample.jsonl,265,full_log_record,PHONE_NUMBER,1721036168,0.4,88,98
logs_sample.jsonl,265,full_log_record,US_BANK_NUMBER,1721036168,0.05,7,17
logs_sample.jsonl,266,full_log_record,IP_ADDRESS,44.163.85.159,0.95,220,233
logs_sample.jsonl,266,full_log_record,PHONE_NUMBER,1721036305,0.4,7,17
logs_sample.jsonl,266,full_log_record,PHONE_NUMBER,1721036305,0.4,90,100
logs_sample.jsonl,266,full_log_record,PHONE_NUMBER,44.163.85.159,0.4,220,233
logs_sample.jsonl,266,full_log_record,US_BANK_NUMBER,1721036305,0.05,7,17
logs_sample.jsonl,267,full_log_record,EMAIL_ADDRESS,sofia.bergqvist@example.com,1.0,176,203
logs_sample.jsonl,267,full_log_record,EMAIL_ADDRESS,sofia.bergqvist@example.com,1.0,287,314
logs_sample.jsonl,267,full_log_record,PERSON,Sofia Bergqvist,0.85,259,274
logs_sample.jsonl,267,full_log_record,LOCATION,Seattle,0.85,388,395
logs_sample.jsonl,267,full_log_record,LOCATION,WA,0.85,397,399
logs_sample.jsonl,267,full_log_record,PHONE_NUMBER,+1-206-555-0165,0.75,327,342
logs_sample.jsonl,267,full_log_record,URL,sofia.be,0.5,176,184
logs_sample.jsonl,267,full_log_record,URL,example.com,0.5,192,203
logs_sample.jsonl,267,full_log_record,URL,sofia.be,0.5,287,295
logs_sample.jsonl,267,full_log_record,URL,example.com,0.5,303,314
logs_sample.jsonl,267,full_log_record,PHONE_NUMBER,1721036442,0.4,7,17
logs_sample.jsonl,267,full_log_record,PHONE_NUMBER,1721036442,0.4,88,98
logs_sample.jsonl,267,full_log_record,US_BANK_NUMBER,1721036442,0.05,7,17
logs_sample.jsonl,268,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,912,941
logs_sample.jsonl,268,full_log_record,DATE_TIME,2021-08-17,0.95,1227,1237
logs_sample.jsonl,268,full_log_record,DATE_TIME,2021-08-25,0.95,1259,1269
logs_sample.jsonl,268,full_log_record,DATE_TIME,1721036579,0.85,7,17
logs_sample.jsonl,268,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,268,full_log_record,DATE_TIME,three weeks,0.85,728,739
logs_sample.jsonl,268,full_log_record,LOCATION,Newton,0.85,1013,1019
logs_sample.jsonl,268,full_log_record,DATE_TIME,2021-09-30,0.85,1084,1094
logs_sample.jsonl,268,full_log_record,PHONE_NUMBER,+1-617-555-0192,0.75,954,969
logs_sample.jsonl,268,full_log_record,URL,example.org,0.5,930,941
logs_sample.jsonl,268,full_log_record,PHONE_NUMBER,1721036579,0.4,7,17
logs_sample.jsonl,268,full_log_record,PHONE_NUMBER,1721036579,0.4,88,98
logs_sample.jsonl,268,full_log_record,PHONE_NUMBER,1649,0.4,1493,1497
logs_sample.jsonl,268,full_log_record,US_BANK_NUMBER,1721036579,0.05,7,17
logs_sample.jsonl,269,full_log_record,DATE_TIME,1721036716,0.85,7,17
logs_sample.jsonl,269,full_log_record,PHONE_NUMBER,1721036716,0.4,7,17
logs_sample.jsonl,269,full_log_record,PHONE_NUMBER,1721036716,0.4,90,100
logs_sample.jsonl,269,full_log_record,US_BANK_NUMBER,1721036716,0.05,7,17
logs_sample.jsonl,270,full_log_record,PHONE_NUMBER,1721036853,0.4,7,17
logs_sample.jsonl,270,full_log_record,PHONE_NUMBER,1721036853,0.4,88,98
logs_sample.jsonl,270,full_log_record,US_BANK_NUMBER,1721036853,0.05,7,17
logs_sample.jsonl,271,full_log_record,IP_ADDRESS,138.43.165.179,0.95,230,244
logs_sample.jsonl,271,full_log_record,DATE_TIME,1721036990,0.85,7,17
logs_sample.jsonl,271,full_log_record,PHONE_NUMBER,1721036990,0.4,7,17
logs_sample.jsonl,271,full_log_record,PHONE_NUMBER,1721036990,0.4,90,100
logs_sample.jsonl,271,full_log_record,US_BANK_NUMBER,1721036990,0.05,7,17
logs_sample.jsonl,272,full_log_record,EMAIL_ADDRESS,daniel.okonkwo@example.net,1.0,176,202
logs_sample.jsonl,272,full_log_record,EMAIL_ADDRESS,daniel.okonkwo@example.net,1.0,285,311
logs_sample.jsonl,272,full_log_record,PERSON,Daniel Okonkwo,0.85,258,272
logs_sample.jsonl,272,full_log_record,DATE_TIME,4419,0.85,363,367
logs_sample.jsonl,272,full_log_record,LOCATION,Hawthorne Blvd,0.85,371,385
logs_sample.jsonl,272,full_log_record,LOCATION,Portland,0.85,387,395
logs_sample.jsonl,272,full_log_record,PHONE_NUMBER,+1-503-555-0178,0.75,324,339
logs_sample.jsonl,272,full_log_record,URL,example.net,0.5,191,202
logs_sample.jsonl,272,full_log_record,URL,example.net,0.5,300,311
logs_sample.jsonl,272,full_log_record,PHONE_NUMBER,1721037127,0.4,7,17
logs_sample.jsonl,272,full_log_record,PHONE_NUMBER,1721037127,0.4,88,98
logs_sample.jsonl,272,full_log_record,US_BANK_NUMBER,1721037127,0.05,7,17
logs_sample.jsonl,273,full_log_record,EMAIL_ADDRESS,marcus.webb@example.com,1.0,875,898
logs_sample.jsonl,273,full_log_record,DATE_TIME,2024-05-10,0.95,1190,1200
logs_sample.jsonl,273,full_log_record,DATE_TIME,2024-05-14,0.95,1222,1232
logs_sample.jsonl,273,full_log_record,DATE_TIME,1721037264,0.85,7,17
logs_sample.jsonl,273,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,273,full_log_record,DATE_TIME,last month,0.85,744,754
logs_sample.jsonl,273,full_log_record,PERSON,Marcus Webb,0.85,851,862
logs_sample.jsonl,273,full_log_record,DATE_TIME,1877,0.85,950,954
logs_sample.jsonl,273,full_log_record,LOCATION,Chicago,0.85,976,983
logs_sample.jsonl,273,full_log_record,DATE_TIME,8802,0.85,1021,1025
logs_sample.jsonl,273,full_log_record,DATE_TIME,2023-04-11,0.85,1048,1058
logs_sample.jsonl,273,full_log_record,PHONE_NUMBER,+1-312-555-0143,0.75,911,926
logs_sample.jsonl,273,full_log_record,URL,example.com,0.5,887,898
logs_sample.jsonl,273,full_log_record,PHONE_NUMBER,1721037264,0.4,7,17
logs_sample.jsonl,273,full_log_record,PHONE_NUMBER,1721037264,0.4,88,98
logs_sample.jsonl,273,full_log_record,US_BANK_NUMBER,1721037264,0.05,7,17
logs_sample.jsonl,274,full_log_record,DATE_TIME,4 business hours,0.85,217,233
logs_sample.jsonl,274,full_log_record,PHONE_NUMBER,1721037401,0.4,7,17
logs_sample.jsonl,274,full_log_record,PHONE_NUMBER,1721037401,0.4,90,100
logs_sample.jsonl,274,full_log_record,US_BANK_NUMBER,1721037401,0.05,7,17
logs_sample.jsonl,275,full_log_record,EMAIL_ADDRESS,daniel.okonkwo@example.net,1.0,287,313
logs_sample.jsonl,275,full_log_record,PERSON,Daniel Okonkwo,0.85,271,285
logs_sample.jsonl,275,full_log_record,DATE_TIME,RF-2026-88274,0.85,389,402
logs_sample.jsonl,275,full_log_record,URL,example.net,0.5,302,313
logs_sample.jsonl,275,full_log_record,PHONE_NUMBER,1721037538,0.4,7,17
logs_sample.jsonl,275,full_log_record,PHONE_NUMBER,1721037538,0.4,88,98
logs_sample.jsonl,275,full_log_record,US_BANK_NUMBER,1721037538,0.05,7,17
logs_sample.jsonl,276,full_log_record,IP_ADDRESS,189.200.109.77,0.95,252,266
logs_sample.jsonl,276,full_log_record,DATE_TIME,three weeks,0.85,178,189
logs_sample.jsonl,276,full_log_record,PHONE_NUMBER,1721037675,0.4,7,17
logs_sample.jsonl,276,full_log_record,PHONE_NUMBER,1721037675,0.4,90,100
logs_sample.jsonl,276,full_log_record,PHONE_NUMBER,189.200.109.77,0.4,252,266
logs_sample.jsonl,276,full_log_record,US_BANK_NUMBER,1721037675,0.05,7,17
logs_sample.jsonl,277,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,176,205
logs_sample.jsonl,277,full_log_record,EMAIL_ADDRESS,priya.raghunathan@example.org,1.0,291,320
logs_sample.jsonl,277,full_log_record,LOCATION,Newton,0.85,392,398
logs_sample.jsonl,277,full_log_record,PHONE_NUMBER,+1-617-555-0192,0.75,333,348
logs_sample.jsonl,277,full_log_record,URL,example.org,0.5,194,205
logs_sample.jsonl,277,full_log_record,URL,example.org,0.5,309,320
logs_sample.jsonl,277,full_log_record,PHONE_NUMBER,1721037812,0.4,7,17
logs_sample.jsonl,277,full_log_record,PHONE_NUMBER,1721037812,0.4,88,98
logs_sample.jsonl,277,full_log_record,US_BANK_NUMBER,1721037812,0.05,7,17
logs_sample.jsonl,278,full_log_record,EMAIL_ADDRESS,daniel.okonkwo@example.net,1.0,873,899
logs_sample.jsonl,278,full_log_record,DATE_TIME,2024-07-27,0.95,1189,1199
logs_sample.jsonl,278,full_log_record,DATE_TIME,2024-07-28,0.95,1221,1231
logs_sample.jsonl,278,full_log_record,DATE_TIME,1721037949,0.85,7,17
logs_sample.jsonl,278,full_log_record,LOCATION,kb_search      ,0.85,603,618
logs_sample.jsonl,278,full_log_record,PERSON,Daniel Okonkwo,0.85,846,860
logs_sample.jsonl,278,full_log_record,DATE_TIME,4419,0.85,951,955
logs_sample.jsonl,278,full_log_record,LOCATION,Hawthorne Blvd,0.85,959,973
logs_sample.jsonl,278,full_log_record,LOCATION,Portland,0.85,975,983
logs_sample.jsonl,278,full_log_record,DATE_TIME,2024-01-22,0.85,1048,1058
logs_sample.jsonl,278,full_log_record,PHONE_NUMBER,+1-503-555-0178,0.75,912,927
logs_sample.jsonl,278,full_log_record,URL,example.net,0.5,888,899
logs_sample.jsonl,278,full_log_record,PHONE_NUMBER,1721037949,0.4,7,17
logs_sample.jsonl,278,full_log_record,PHONE_NUMBER,1721037949,0.4,88,98
logs_sample.jsonl,278,full_log_record,US_BANK_NUMBER,1721037949,0.05,7,17
logs_sample.jsonl,279,full_log_record,DATE_TIME,4 business hours,0.85,217,233
logs_sample.jsonl,279,full_log_record,PHONE_NUMBER,1721038086,0.4,7,17
logs_sample.jsonl,279,full_log_record,PHONE_NUMBER,1721038086,0.4,90,100
logs_sample.jsonl,279,full_log_record,US_BANK_NUMBER,1721038086,0.05,7,17
logs_sample.jsonl,280,full_log_record,EMAIL_ADDRESS,tomas.delgado@example.org,1.0,287,312
logs_sample.jsonl,280,full_log_record,PERSON,Delgado,0.85,278,285
logs_sample.jsonl,280,full_log_record,URL,tomas.de,0.5,287,295
logs_sample.jsonl,280,full_log_record,URL,example.org,0.5,301,312
logs_sample.jsonl,280,full_log_record,PHONE_NUMBER,1721038223,0.4,7,17
logs_sample.jsonl,280,full_log_record,PHONE_NUMBER,1721038223,0.4,88,98
logs_sample.jsonl,280,full_log_record,US_BANK_NUMBER,1721038223,0.05,7,17
logs_sample.jsonl,281,full_log_record,IP_ADDRESS,103.52.184.32,0.95,216,229
logs_sample.jsonl,281,full_log_record,DATE_TIME,1721038360,0.85,7,17
logs_sample.jsonl,281,full_log_record,PHONE_NUMBER,1721038360,0.4,7,17
logs_sample.jsonl,281,full_log_record,PHONE_NUMBER,1721038360,0.4,90,100
logs_sample.jsonl,281,full_log_record,US_BANK_NUMBER,1721038360,0.05,7,17
logs_sample.jsonl,282,full_log_record,EMAIL_ADDRESS,tomas.delgado@example.org,1.0,176,201
logs_sample.jsonl,282,full_log_record,EMAIL_ADDRESS,tomas.delgado@example.org,1.0,288,313
logs_sample.jsonl,282,full_log_record,PERSON,Delgado,0.85,268,275
logs_sample.jsonl,282,full_log_record,LOCATION,Miami,0.85,390,395
logs_sample.jsonl,282,full_log_record,LOCATION,FL,0.85,397,399
logs_sample.jsonl,282,full_log_record,PHONE_NUMBER,+1-786-555-0121,0.75,326,341
logs_sample.jsonl,282,full_log_record,URL,tomas.de,0.5,176,184
logs_sample.jsonl,282,full_log_record,URL,example.org,0.5,190,201
logs_sample.jsonl,282,full_log_record,URL,tomas.de,0.5,288,296
logs_sample.jsonl,282,full_log_record,URL,example.org,0.5,302,313
logs_sample.jsonl,282,full_log_record,PHONE_NUMBER,1721038497,0.4,7,17
logs_sample.jsonl,282,full_log_record,PHONE_NUMBER,1721038497,0.4,88,98
logs_sample.jsonl,282,full_log_record,US_BANK_NUMBER,1721038497,0.05,7,17
